,Listing #,host_is_superhost,accommodates,bedrooms,bathrooms_number,beds,num_amenities,number_of_reviews,instant_bookable,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,income,price,log_price
246,106363,1,1,1.0,1.5,1.0,32,417,0,0,0,1,0,0,0,1,50985,69.0,4.23410650459726
247,106647,1,4,2.0,1.0,2.0,41,102,0,0,1,0,0,1,0,0,31406,135.0,4.90527477843843
248,107630,0,3,1.0,1.0,2.0,16,279,0,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
249,107895,0,2,0.0,1.0,1.0,17,61,0,0,0,1,0,1,0,0,50985,120.0,4.787491742782046
250,110739,1,2,0.0,1.0,2.0,32,63,0,0,0,1,0,1,0,0,50985,99.0,4.59511985013459
251,112100,0,6,3.0,1.0,4.0,7,3,0,0,1,0,0,1,0,0,31406,165.0,5.10594547390058
252,112304,0,2,1.0,1.0,1.0,13,1,0,0,0,1,0,0,0,1,50985,90.0,4.499809670330265
253,112435,0,2,1.0,1.0,1.0,5,177,0,0,1,0,0,0,0,1,31406,95.0,4.553876891600541
254,113092,0,1,1.0,1.0,1.0,14,0,0,0,1,0,0,0,0,1,31406,90.0,4.499809670330265
255,113265,0,2,1.0,1.0,1.0,12,270,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
256,114123,0,6,3.0,2.0,3.0,22,34,0,0,1,0,0,1,0,0,31406,235.0,5.459585514144159
257,115535,0,1,1.0,1.0,1.0,34,34,0,0,0,1,0,0,0,1,50985,65.0,4.174387269895637
258,115748,0,2,1.0,1.0,1.0,23,32,0,0,0,0,1,1,0,0,31992,60.0,4.0943445622221
259,116551,1,4,0.0,1.0,2.0,28,171,0,0,0,1,0,1,0,0,50985,74.0,4.30406509320417
260,117425,0,2,1.0,1.0,0.0,15,100,0,0,1,0,0,1,0,0,31406,129.0,4.859812404361672
261,118061,1,2,2.0,1.0,2.0,29,85,0,0,1,0,0,1,0,0,31406,95.0,4.553876891600541
262,121687,0,6,2.0,1.0,0.0,21,55,0,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
263,121861,0,4,2.0,2.0,2.0,19,23,0,0,1,0,0,1,0,0,31406,165.0,5.10594547390058
264,123784,1,3,0.0,1.0,2.0,20,171,1,0,0,1,0,1,0,0,50985,89.0,4.48863636973214
265,125163,1,2,1.0,1.0,1.0,24,43,1,0,1,0,0,0,0,1,31406,99.0,4.59511985013459
266,126443,0,9,2.0,2.0,4.0,31,431,1,0,0,1,0,1,0,0,50985,349.0,5.855071922202427
267,126816,0,1,1.0,2.0,1.0,12,3,0,0,0,1,0,0,0,1,50985,85.0,4.442651256490317
268,127387,0,4,2.0,1.0,2.0,12,3,0,0,1,0,0,1,0,0,31406,260.0,5.560681631015528
269,128975,0,5,1.0,1.0,2.0,20,131,0,0,0,1,0,1,0,0,50985,143.0,4.962844630259907
270,132516,1,3,1.0,1.0,1.0,34,35,0,0,0,0,1,1,0,0,31992,99.0,4.59511985013459
271,133025,1,1,1.0,1.0,0.0,27,138,0,0,0,1,0,0,0,1,50985,68.0,4.219507705176107
272,134934,0,2,1.0,1.0,1.0,25,27,0,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
273,135393,1,2,1.0,1.0,1.0,36,290,0,0,1,0,0,0,0,1,31406,50.0,3.912023005428146
274,135465,0,3,1.0,1.0,1.0,16,102,0,0,1,0,0,1,0,0,31406,170.0,5.135798437050262
275,135706,0,1,0.0,1.0,1.0,24,10,0,0,0,1,0,1,0,0,50985,112.0,4.718498871295094
276,136493,0,5,3.0,2.5,3.0,33,21,0,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
277,139624,0,2,1.0,1.0,1.0,20,79,0,0,1,0,0,1,0,0,31406,73.0,4.290459441148391
278,140133,1,4,0.0,1.0,3.0,32,172,0,0,1,0,0,1,0,0,31406,249.0,5.517452896464707
279,140973,0,4,2.0,0.5,3.0,27,78,0,0,0,1,0,1,0,0,50985,225.0,5.41610040220442
280,141154,0,4,0.0,1.0,2.0,33,263,1,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
281,141335,0,5,3.0,2.0,4.0,6,35,0,0,1,0,0,1,0,0,31406,900.0,6.802394763324311
282,142069,0,2,0.0,1.0,1.0,7,22,0,0,0,1,0,1,0,0,50985,100.0,4.605170185988092
283,144087,1,5,2.0,1.0,3.0,24,21,0,0,0,1,0,1,0,0,50985,259.0,5.556828061699537
284,144148,0,2,1.0,1.0,1.0,11,32,0,0,0,1,0,0,0,1,50985,67.0,4.204692619390966
285,145064,0,3,1.0,1.0,2.0,8,8,0,0,1,0,0,1,0,0,31406,145.0,4.976733742420574
286,148201,0,4,1.0,1.0,1.0,7,18,0,0,0,1,0,1,0,0,50985,175.0,5.1647859739235145
287,148825,1,4,2.0,1.0,2.0,26,220,0,0,0,1,0,1,0,0,50985,154.0,5.0369526024136295
288,149287,0,4,2.0,1.0,2.0,15,0,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
289,150804,0,4,3.0,1.0,3.0,26,27,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
290,150989,0,2,1.0,1.0,1.0,19,18,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
291,151199,1,2,1.0,1.0,3.0,27,457,0,0,0,0,1,1,0,0,31992,149.0,5.003946305945459
292,151478,1,2,1.0,1.0,1.0,19,8,0,0,1,0,0,0,0,1,31406,87.0,4.465908118654584
293,152259,0,1,1.0,1.0,1.0,14,124,0,0,0,1,0,0,0,1,50985,58.0,4.060443010546419
294,152263,0,8,2.0,1.0,6.0,32,232,0,0,0,1,0,1,0,0,50985,300.0,5.703782474656201
295,153780,1,2,1.0,1.0,1.0,29,184,0,0,0,1,0,0,0,1,50985,175.0,5.1647859739235145
296,154934,0,1,1.0,1.0,1.0,7,38,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
297,155296,0,3,1.0,1.0,2.0,13,41,0,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
298,157673,0,4,1.0,1.0,1.0,25,92,1,0,1,0,0,1,0,0,31406,65.0,4.174387269895637
299,158061,0,2,1.0,1.0,1.0,9,27,0,0,1,0,0,0,0,1,31406,165.0,5.10594547390058
300,158176,0,2,1.0,1.0,1.0,32,138,0,0,1,0,0,1,0,0,31406,94.0,4.543294782270004
301,159749,0,3,1.0,1.0,2.0,31,76,0,0,1,0,0,0,0,1,31406,87.0,4.465908118654584
302,159815,0,2,1.0,1.0,1.0,32,52,0,0,1,0,0,0,0,1,31406,81.0,4.394449154672439
303,159913,0,2,1.0,1.0,2.0,22,27,0,0,0,1,0,0,0,1,50985,150.0,5.0106352940962555
304,162493,0,6,3.0,2.5,3.0,26,42,0,0,1,0,0,1,0,0,31406,500.0,6.214608098422191
305,162508,0,2,1.0,1.0,0.0,10,28,0,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
306,163814,0,5,1.0,1.0,4.0,28,338,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
307,166006,0,7,2.0,1.0,3.0,28,189,1,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
308,166172,0,2,1.0,1.0,0.0,16,62,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
309,166983,0,6,3.0,2.0,4.0,14,6,0,0,1,0,0,1,0,0,31406,350.0,5.857933154483459
310,168123,0,2,1.0,1.0,1.0,33,109,0,0,1,0,0,1,0,0,31406,95.0,4.553876891600541
311,169306,0,2,1.0,1.0,1.0,17,139,0,1,0,0,0,0,0,1,22232,37.0,3.6109179126442243
312,169464,0,4,1.0,1.0,2.0,26,98,0,0,1,0,0,1,0,0,31406,85.0,4.442651256490317
313,169483,1,4,1.0,1.0,1.0,17,0,1,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
314,170420,0,2,1.0,1.0,1.0,7,15,0,0,0,1,0,1,0,0,50985,79.0,4.3694478524670215
315,170761,1,2,1.0,1.5,1.0,19,58,1,0,1,0,0,0,0,1,31406,85.0,4.442651256490317
316,171562,0,2,0.0,1.0,2.0,29,19,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
317,172499,0,4,3.0,2.0,3.0,22,26,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
318,173151,1,2,1.0,1.0,1.0,21,262,0,0,1,0,0,0,0,1,31406,78.0,4.356708826689592
319,176653,0,1,1.0,1.0,1.0,17,43,0,0,0,1,0,0,0,1,50985,100.0,4.605170185988092
320,177495,0,4,2.0,1.5,2.0,38,5,0,0,0,1,0,1,0,0,50985,550.0,6.309918278226516
321,177606,0,2,1.0,1.0,1.0,30,105,0,0,0,1,0,0,0,1,50985,143.0,4.962844630259907
322,179670,1,1,1.0,1.0,1.0,27,113,0,0,0,1,0,0,0,1,50985,130.0,4.867534450455582
323,179741,1,6,2.0,1.0,3.0,33,17,0,0,0,1,0,1,0,0,50985,205.0,5.3230099791384085
324,182069,1,3,0.0,1.0,1.0,24,117,0,0,0,1,0,1,0,0,50985,95.0,4.553876891600541
325,182095,0,4,2.0,1.0,2.0,20,67,0,0,0,1,0,1,0,0,50985,165.0,5.10594547390058
326,182177,1,5,1.0,1.0,2.0,41,308,0,1,0,0,0,1,0,0,22232,101.0,4.61512051684126
327,187986,0,4,2.0,1.5,2.0,15,2,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
328,188674,0,2,1.0,1.0,1.0,10,63,1,0,0,1,0,1,0,0,50985,165.0,5.10594547390058
329,189135,1,3,1.0,1.0,1.0,36,101,0,0,0,1,0,0,0,1,50985,106.0,4.663439094112067
330,189181,0,2,1.0,1.0,2.0,23,1,0,0,0,1,0,0,0,1,50985,282.0,5.641907070938114
331,189732,1,8,3.0,1.5,5.0,55,224,1,0,1,0,0,1,0,0,31406,172.0,5.147494476813453
332,189787,0,2,1.0,1.0,1.0,21,103,0,0,1,0,0,1,0,0,31406,108.0,4.68213122712422
333,190968,0,2,1.0,1.0,1.0,30,37,1,0,1,0,0,1,0,0,31406,175.0,5.1647859739235145
334,190974,1,3,1.0,1.0,2.0,26,206,0,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
335,191541,0,3,1.0,1.5,1.0,12,55,0,0,0,1,0,1,0,0,50985,450.0,6.1092475827643655
336,195123,0,2,1.0,1.5,1.0,25,232,0,0,0,1,0,0,0,1,50985,75.0,4.31748811353631
337,195233,0,1,1.0,1.0,1.0,27,59,0,0,1,0,0,0,0,1,31406,23.0,3.1354942159291497
338,195240,0,1,1.0,1.0,1.0,25,81,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
339,195989,0,2,1.0,1.0,1.0,28,211,0,0,1,0,0,0,0,1,31406,105.0,4.653960350157523
340,197753,1,3,1.0,1.0,1.0,25,320,0,0,0,1,0,0,0,1,50985,68.0,4.219507705176107
341,197942,1,2,2.0,1.0,2.0,39,230,0,0,1,0,0,1,0,0,31406,142.0,4.955827057601261
342,198028,0,2,1.0,1.0,2.0,25,16,1,0,0,0,1,0,0,0,31992,50.0,3.912023005428146
343,200645,0,1,1.0,1.0,1.0,9,0,0,0,0,1,0,0,0,0,50985,90.0,4.499809670330265
344,200955,0,2,1.0,1.0,1.0,35,22,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
345,201992,0,4,1.0,1.0,2.0,35,106,0,0,1,0,0,1,0,0,31406,190.0,5.247024072160486
346,202273,0,2,1.0,1.0,1.0,11,72,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
347,203901,0,4,1.0,1.0,1.0,10,8,0,0,0,1,0,1,0,0,50985,190.0,5.247024072160486
348,204065,0,8,2.0,1.0,5.0,56,66,0,0,1,0,0,1,0,0,31406,298.0,5.697093486505405
349,205043,1,4,1.0,1.0,1.0,18,436,0,0,0,1,0,0,0,1,50985,96.0,4.564348191467836
350,205485,0,3,1.0,1.0,1.0,25,135,0,0,1,0,0,1,0,0,31406,145.0,4.976733742420574
351,205867,0,3,1.0,1.0,0.0,22,101,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
352,206316,0,2,0.0,1.0,2.0,22,4,0,0,1,0,0,1,0,0,31406,157.0,5.056245805348308
353,206772,0,2,1.0,1.0,1.0,42,41,0,0,1,0,0,1,0,0,31406,190.0,5.247024072160486
354,206957,0,4,1.0,1.0,2.0,8,129,0,0,1,0,0,1,0,0,31406,95.0,4.553876891600541
355,208122,0,2,0.0,1.0,1.0,15,34,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
356,208148,0,2,1.0,1.0,1.0,5,14,0,0,1,0,0,1,0,0,31406,185.0,5.220355825078324
357,209310,1,2,1.0,1.0,2.0,37,284,0,0,0,0,1,0,0,1,31992,50.0,3.912023005428146
358,211078,0,4,1.0,1.0,1.0,15,228,0,0,1,0,0,1,0,0,31406,185.0,5.220355825078324
359,212109,0,1,2.0,1.0,2.0,31,10,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
360,212544,0,3,1.0,1.5,1.0,12,9,0,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
361,213330,0,2,1.0,2.0,1.0,36,29,0,0,0,1,0,0,0,1,50985,181.0,5.198497031265826
362,214917,0,3,1.0,1.0,2.0,15,2,0,0,0,0,0,1,0,0,39777,76.0,4.330733340286331
363,215560,0,2,1.0,1.0,1.0,25,178,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
364,216080,1,2,1.0,1.0,1.0,27,73,1,0,1,0,0,0,0,1,31406,175.0,5.1647859739235145
365,217580,0,2,1.0,1.0,1.0,36,9,0,0,1,0,0,1,0,0,31406,99.0,4.59511985013459
366,218358,1,1,1.0,1.0,1.0,19,22,0,0,0,1,0,0,0,1,50985,60.0,4.0943445622221
367,219066,1,2,1.0,1.0,1.0,18,28,0,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
368,219922,0,1,1.0,1.0,2.0,35,37,0,0,0,1,0,0,0,1,50985,100.0,4.605170185988092
369,220563,0,2,1.0,1.0,1.0,12,59,0,0,1,0,0,0,0,1,31406,75.0,4.31748811353631
370,220946,0,2,1.0,1.0,1.0,27,154,0,0,0,1,0,1,0,0,50985,99.0,4.59511985013459
371,221097,0,3,1.0,1.0,1.0,25,22,0,0,1,0,0,1,0,0,31406,107.0,4.672828834461906
372,222304,0,2,1.0,1.0,1.0,11,34,0,0,0,1,0,1,0,0,50985,70.0,4.248495242049359
373,222913,0,5,2.0,1.0,2.0,16,223,1,0,0,1,0,1,0,0,50985,127.0,4.844187086458591
374,223930,0,2,1.0,1.0,0.0,30,21,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
375,224004,0,2,1.0,1.0,1.0,28,68,0,0,0,1,0,0,0,1,50985,80.0,4.382026634673881
376,225306,0,2,1.0,1.0,1.0,14,141,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
377,225354,0,2,1.0,1.0,1.0,12,11,0,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
378,225926,1,2,1.0,1.0,1.0,42,188,1,0,1,0,0,0,0,1,31406,239.0,5.476463551931511
379,225976,0,3,1.0,1.0,1.0,29,85,1,0,0,0,0,1,0,0,39777,75.0,4.31748811353631
380,226021,1,5,2.0,1.0,3.0,26,157,0,0,1,0,0,1,0,0,31406,205.0,5.3230099791384085
381,227495,0,2,1.0,1.0,2.0,7,101,0,0,0,1,0,1,0,0,50985,110.0,4.700480365792417
382,227715,0,4,2.0,1.0,2.0,18,255,0,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
383,228317,1,6,1.0,1.0,2.0,37,89,1,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
384,228925,0,2,1.0,1.0,2.0,9,10,0,0,1,0,0,1,0,0,31406,100.0,4.605170185988092
385,228979,0,1,1.0,1.0,1.0,14,57,0,0,0,1,0,0,0,1,50985,130.0,4.867534450455582
386,230321,0,3,1.0,1.0,1.0,24,43,0,0,1,0,0,1,0,0,31406,99.0,4.59511985013459
387,230877,1,2,1.0,1.0,1.0,31,115,0,0,0,1,0,1,0,0,50985,88.0,4.477336814478207
388,231154,0,3,1.0,1.0,1.0,15,31,0,0,0,0,1,0,0,1,31992,75.0,4.31748811353631
389,231194,0,5,2.0,1.0,3.0,23,319,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
390,232612,1,2,0.0,1.0,1.0,21,345,0,0,1,0,0,1,0,0,31406,83.0,4.418840607796598
391,233189,1,2,0.0,1.0,1.0,22,91,0,0,0,1,0,1,0,0,50985,85.0,4.442651256490317
392,233638,0,2,1.0,1.0,2.0,7,20,0,0,0,0,1,0,0,1,31992,55.0,4.007333185232471
393,233662,1,2,1.0,1.0,1.0,33,66,0,0,0,1,0,0,0,1,50985,185.0,5.220355825078324
394,234330,0,2,2.0,1.0,2.0,25,74,0,0,0,1,0,1,0,0,50985,79.0,4.3694478524670215
395,234870,0,1,1.0,1.0,2.0,13,65,0,0,0,0,1,0,0,1,31992,60.0,4.0943445622221
396,235281,0,3,1.0,1.0,1.0,13,21,0,0,0,1,0,1,0,0,50985,180.0,5.19295685089021
397,235552,0,5,3.0,2.0,3.0,32,38,0,0,1,0,0,1,0,0,31406,300.0,5.703782474656201
398,235651,0,3,1.0,1.0,1.0,30,86,0,0,0,1,0,0,0,1,50985,110.0,4.700480365792417
399,235951,0,2,1.0,1.0,1.0,37,147,0,0,0,1,0,1,0,0,50985,125.0,4.8283137373023015
400,235960,0,3,1.0,1.0,1.0,10,103,0,0,0,1,0,1,0,0,50985,99.0,4.59511985013459
401,236671,0,1,1.0,1.0,2.0,29,165,0,0,1,0,0,1,0,0,31406,160.0,5.075173815233827
402,237210,0,2,1.0,1.0,1.0,32,0,0,0,0,1,0,1,0,0,50985,275.0,5.616771097666572
403,239733,0,1,1.0,1.0,1.0,27,53,0,0,0,0,1,1,0,0,31992,75.0,4.31748811353631
404,239826,0,3,1.0,1.0,0.0,18,0,1,0,0,1,0,1,0,0,50985,295.0,5.68697535633982
405,239899,0,2,1.0,1.0,0.0,22,7,0,0,1,0,0,1,0,0,31406,69.0,4.23410650459726
406,240800,0,1,1.0,1.0,1.0,10,164,0,0,1,0,0,0,0,1,31406,57.0,4.04305126783455
407,241140,1,4,2.0,1.0,2.0,31,48,0,0,1,0,0,0,0,1,31406,438.0,6.082218910376446
408,241862,0,2,0.0,1.0,1.0,27,42,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
409,242532,1,2,1.0,1.0,1.0,44,137,1,0,1,0,0,0,0,1,31406,279.0,5.631211781821365
410,242643,0,5,1.0,1.0,1.0,19,38,0,0,1,0,0,1,0,0,31406,146.0,4.983606621708336
411,244649,0,1,1.0,1.0,1.0,31,0,1,0,0,1,0,0,0,1,50985,50.0,3.912023005428146
412,245544,0,2,1.0,1.0,1.0,27,112,0,1,0,0,0,0,0,1,22232,43.0,3.7612001156935624
413,245574,0,4,1.0,1.0,2.0,29,203,0,0,1,0,0,1,0,0,31406,90.0,4.499809670330265
414,246134,0,2,1.0,1.0,1.0,6,5,0,0,1,0,0,0,0,1,31406,85.0,4.442651256490317
415,246351,0,2,1.0,1.0,1.0,10,5,0,0,0,1,0,1,0,0,50985,139.0,4.9344739331306915
416,246916,1,2,1.0,1.0,1.0,22,73,0,0,0,0,1,1,0,0,31992,96.0,4.564348191467836
417,248717,0,2,1.0,1.0,1.0,12,14,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
418,248865,1,4,1.0,1.0,2.0,32,38,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
419,248871,1,8,4.0,2.0,4.0,20,154,0,0,0,1,0,1,0,0,50985,630.0,6.4457198193855785
420,248966,0,2,1.0,2.0,1.0,21,43,0,0,1,0,0,0,0,1,31406,71.0,4.2626798770413155
421,249414,0,2,1.0,1.0,1.0,16,6,0,0,0,1,0,1,0,0,50985,246.0,5.5053315359323625
422,249618,0,1,1.0,1.0,1.0,11,4,0,0,0,1,0,0,0,1,50985,125.0,4.8283137373023015
423,249704,0,2,1.0,1.0,1.0,29,17,0,0,1,0,0,1,0,0,31406,120.0,4.787491742782046
424,249804,0,4,1.0,1.0,2.0,26,48,0,0,0,1,0,1,0,0,50985,120.0,4.787491742782046
425,249867,0,1,1.0,1.0,1.0,11,7,0,0,1,0,0,0,0,1,31406,100.0,4.605170185988092
426,250259,1,2,1.0,1.0,0.0,21,23,0,0,1,0,0,1,0,0,31406,250.0,5.521460917862246
427,250323,0,2,1.0,1.0,1.0,9,49,0,0,0,1,0,1,0,0,50985,122.0,4.804021044733257
428,250536,0,2,1.0,1.0,1.0,25,11,0,0,0,1,0,0,0,1,50985,125.0,4.8283137373023015
429,250537,0,6,2.0,2.0,2.0,12,0,0,0,0,1,0,1,0,0,50985,400.0,5.991464547107982
430,250801,0,6,4.0,1.0,4.0,36,132,0,0,0,1,0,0,0,1,50985,700.0,6.551080335043404
431,251277,1,1,2.0,2.0,1.0,17,122,0,0,0,1,0,0,0,1,50985,140.0,4.941642422609304
432,252865,0,1,1.0,1.0,1.0,16,5,0,0,1,0,0,0,0,1,31406,55.0,4.007333185232471
433,253466,1,4,1.0,1.0,2.0,35,38,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
434,253471,1,4,1.0,1.0,2.0,35,24,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
435,253475,1,4,1.0,1.0,0.0,31,70,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
436,253590,0,2,1.0,1.0,1.0,27,22,0,0,0,1,0,1,0,0,50985,175.0,5.1647859739235145
437,253800,1,4,1.0,1.0,2.0,31,29,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
438,253803,1,4,1.0,1.0,2.0,26,25,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
439,253806,1,4,1.0,1.0,2.0,31,46,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
440,253811,1,4,1.0,1.0,2.0,26,51,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
441,253815,1,4,1.0,1.0,0.0,35,55,0,0,1,0,0,1,0,0,31406,199.0,5.293304824724492
442,253828,1,4,1.0,1.0,2.0,23,8,0,0,1,0,0,0,0,1,31406,349.0,5.855071922202427
443,253839,1,4,1.0,1.0,2.0,26,4,0,0,1,0,0,0,0,1,31406,249.0,5.517452896464707
444,253846,1,2,1.0,1.0,1.0,23,7,0,0,1,0,0,0,1,0,31406,179.0,5.187385805840755
445,254168,1,6,2.0,1.0,3.0,23,7,0,0,1,0,0,0,0,1,31406,599.0,6.395261598115449
446,254409,0,3,1.0,1.0,1.0,7,2,0,0,1,0,0,1,0,0,31406,110.0,4.700480365792417
447,255476,0,1,2.0,2.0,2.0,31,32,0,0,1,0,0,0,0,1,31406,66.0,4.189654742026425
448,255601,0,5,2.0,1.0,2.0,31,212,0,0,1,0,0,1,0,0,31406,140.0,4.941642422609304
449,255637,0,1,1.0,1.0,1.0,24,37,0,0,1,0,0,0,0,1,31406,65.0,4.174387269895637
450,257097,1,2,2.0,1.0,2.0,29,36,0,0,1,0,0,1,0,0,31406,131.0,4.875197323201151
451,257568,0,2,1.0,1.0,1.0,12,53,0,0,1,0,0,0,0,1,31406,48.0,3.871201010907891
452,258688,0,3,1.0,1.0,1.0,16,47,0,0,0,1,0,1,0,0,50985,375.0,5.926926025970411
453,258690,0,3,2.0,1.0,2.0,20,10,0,0,0,1,0,1,0,0,50985,195.0,5.272999558563747
454,258740,0,2,1.0,1.0,1.0,14,143,0,0,0,1,0,0,0,1,50985,58.0,4.060443010546419
455,258838,1,10,3.0,1.5,4.0,23,25,0,0,0,0,0,1,0,0,39777,229.0,5.43372200355424
456,258930,0,3,1.0,1.0,1.0,16,4,0,0,0,1,0,1,0,0,50985,95.0,4.553876891600541
457,261194,0,6,2.0,2.0,2.0,27,21,1,0,1,0,0,1,0,0,31406,130.0,4.867534450455582
458,261259,0,2,1.0,1.0,0.0,7,11,0,0,0,1,0,1,0,0,50985,145.0,4.976733742420574
459,261344,0,2,1.0,1.0,1.0,24,64,0,0,0,1,0,0,0,1,50985,45.0,3.8066624897703196
460,261674,0,2,1.0,1.0,1.0,14,20,0,0,0,1,0,0,0,1,50985,95.0,4.553876891600541
461,261781,0,4,2.0,2.0,2.0,25,8,0,0,0,1,0,1,0,0,50985,375.0,5.926926025970411
462,262343,0,2,1.0,1.0,1.0,12,65,0,0,0,1,0,1,0,0,50985,89.0,4.48863636973214
463,262405,0,1,1.0,1.0,1.0,33,66,0,0,1,0,0,1,0,0,31406,93.0,4.532599493153256
464,262478,0,2,1.0,1.0,1.0,31,11,0,0,0,1,0,0,0,1,50985,120.0,4.787491742782046
465,262583,1,4,2.0,1.0,2.0,32,196,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
466,263005,1,4,3.0,1.0,3.0,35,117,0,0,1,0,0,1,0,0,31406,70.0,4.248495242049359
467,263190,0,1,1.0,1.0,2.0,14,71,0,0,0,1,0,0,0,1,50985,66.0,4.189654742026425
468,263232,0,4,1.0,1.0,2.0,10,1,0,0,0,1,0,1,0,0,50985,157.0,5.056245805348308
469,263502,0,2,1.0,1.0,1.0,9,24,0,0,1,0,0,1,0,0,31406,185.0,5.220355825078324
470,263888,1,3,1.0,1.0,2.0,57,173,0,0,0,1,0,1,0,0,50985,219.0,5.389071729816501
471,265036,1,2,1.0,1.0,1.0,31,25,0,0,1,0,0,0,0,1,31406,150.0,5.0106352940962555
472,265064,0,2,1.0,1.0,1.0,10,17,0,0,1,0,0,0,0,1,31406,48.0,3.871201010907891
473,265145,0,2,0.0,1.0,1.0,13,8,0,0,0,1,0,1,0,0,50985,200.0,5.298317366548036
474,265506,0,6,2.0,1.0,3.0,12,11,0,0,0,1,0,1,0,0,50985,496.0,6.206575926724928
475,266146,0,3,0.0,1.0,2.0,44,38,0,0,0,1,0,1,0,0,50985,87.0,4.465908118654584
476,266155,0,4,1.0,1.0,2.0,54,19,1,0,0,1,0,1,0,0,50985,135.0,4.90527477843843
477,266449,0,4,2.0,1.0,2.0,19,74,0,0,0,1,0,1,0,0,50985,170.0,5.135798437050262
478,266964,0,2,1.0,1.0,1.0,30,36,0,0,0,1,0,1,0,0,50985,175.0,5.1647859739235145
479,267376,1,1,1.0,1.0,1.0,14,6,0,0,0,1,0,0,0,1,50985,55.0,4.007333185232471
480,267435,0,1,1.0,1.0,1.0,15,25,0,0,0,0,1,0,0,1,31992,55.0,4.007333185232471
481,267652,1,2,1.0,1.0,1.0,26,27,0,0,1,0,0,0,0,1,31406,60.0,4.0943445622221
482,268335,0,2,1.0,1.0,1.0,51,1,0,0,1,0,0,1,0,0,31406,125.0,4.8283137373023015
483,268362,0,5,2.0,1.0,2.0,15,6,0,0,0,1,0,1,0,0,50985,279.0,5.631211781821365
484,268481,0,4,2.0,2.0,2.0,27,1,0,0,1,0,0,1,0,0,31406,150.0,5.0106352940962555
485,269283,1,2,1.0,1.0,1.0,17,28,0,0,1,0,0,0,0,1,31406,38.0,3.6375861597263857
486,269404,0,2,1.0,1.0,1.0,13,19,0,0,0,0,1,0,0,1,31992,119.0,4.77912349311153
487,269889,1,2,1.0,1.0,1.0,29,266,0,0,0,0,1,0,0,1,31992,79.0,4.3694478524670215
488,270139,0,2,1.0,1.0,1.0,13,21,0,0,1,0,0,0,0,1,31406,32.0,3.4657359027997265
489,270231,1,2,1.0,1.0,2.0,29,285,1,0,0,0,1,0,0,1,31992,150.0,5.0106352940962555
490,270315,0,1,1.0,1.0,1.0,17,18,0,0,1,0,0,0,0,1,31406,40.0,3.6888794541139363
491,270345,1,4,1.0,1.0,1.0,24,31,0,0,0,1,0,1,0,0,50985,250.0,5.521460917862246
